File accession	File type	Output type	File assembly	Experiment accession	Assay	Biosample term name	Experiment target	Biological replicate(s)	File download URL	File Status	s3_uri	File analysis status
ENCFF655IXP	bigWig	fold change over control	GRCh38	ENCSR159OCC	TF ChIP-seq	K562	ATF1-human	2	https://www.encodeproject.org/files/ENCFF655IXP/@@download/ENCFF655IXP.bigWig	released	s3://encode-public/2021/02/04/daf2b2f9-d9e3-453f-9bc3-0ee212ec412f/ENCFF655IXP.bigWig	released
ENCFF809RKN	bigWig	fold change over control	GRCh38	ENCSR869IUD	TF ChIP-seq	K562	ATF2-human	1	https://www.encodeproject.org/files/ENCFF809RKN/@@download/ENCFF809RKN.bigWig	released	s3://encode-public/2021/03/19/c22e2805-9d76-43ba-99c5-8c9a72a8836c/ENCFF809RKN.bigWig	released
ENCFF493JDA	bigWig	fold change over control	GRCh38	ENCSR869IUD	TF ChIP-seq	K562	ATF2-human	2	https://www.encodeproject.org/files/ENCFF493JDA/@@download/ENCFF493JDA.bigWig	released	s3://encode-public/2021/03/19/0ad24ef9-e69f-4617-9720-4a54b2c3b583/ENCFF493JDA.bigWig	released
ENCFF560YTN	bigWig	fold change over control	GRCh38	ENCSR047BUZ	TF ChIP-seq	HepG2	ATF2-human	1	https://www.encodeproject.org/files/ENCFF560YTN/@@download/ENCFF560YTN.bigWig	released	s3://encode-public/2021/03/20/53c4b0ac-c1c7-4d3d-a77c-1dd80a687bbe/ENCFF560YTN.bigWig	released
ENCFF302VUU	bigWig	fold change over control	GRCh38	ENCSR047BUZ	TF ChIP-seq	HepG2	ATF2-human	2	https://www.encodeproject.org/files/ENCFF302VUU/@@download/ENCFF302VUU.bigWig	released	s3://encode-public/2021/03/20/757af967-0859-4d15-a5e3-0816e752f53e/ENCFF302VUU.bigWig	released
ENCFF339WMC	bigWig	fold change over control	GRCh38	ENCSR000BQU	TF ChIP-seq	H1	ATF2-human	1	https://www.encodeproject.org/files/ENCFF339WMC/@@download/ENCFF339WMC.bigWig	released	s3://encode-public/2021/01/02/f570edb3-86cd-48da-a457-f00d5a88c1f6/ENCFF339WMC.bigWig	released
ENCFF822TUR	bigWig	fold change over control	GRCh38	ENCSR000BQU	TF ChIP-seq	H1	ATF2-human	2	https://www.encodeproject.org/files/ENCFF822TUR/@@download/ENCFF822TUR.bigWig	released	s3://encode-public/2021/01/02/e8b818c4-c31b-4417-91f1-b9f907b3a973/ENCFF822TUR.bigWig	released
ENCFF378OOB	bigWig	fold change over control	GRCh38	ENCSR908HWZ	TF ChIP-seq	HepG2	ATF2-human	1	https://www.encodeproject.org/files/ENCFF378OOB/@@download/ENCFF378OOB.bigWig	released	s3://encode-public/2020/07/06/a0b2eaed-bfc4-4133-bce3-714406a88f18/ENCFF378OOB.bigWig	released
ENCFF570ISH	bigWig	fold change over control	GRCh38	ENCSR908HWZ	TF ChIP-seq	HepG2	ATF2-human	2	https://www.encodeproject.org/files/ENCFF570ISH/@@download/ENCFF570ISH.bigWig	released	s3://encode-public/2020/07/06/9223346f-6a95-4e8a-b42c-36850fab239a/ENCFF570ISH.bigWig	released
ENCFF638EJL	bigWig	fold change over control	GRCh38	ENCSR928BPP	TF ChIP-seq	WTC11	ATF2-human	1	https://www.encodeproject.org/files/ENCFF638EJL/@@download/ENCFF638EJL.bigWig	released	s3://encode-public/2022/09/03/54e688ce-a6bc-4978-8bb5-599b62a8b854/ENCFF638EJL.bigWig	released
ENCFF857MZA	bigWig	fold change over control	GRCh38	ENCSR928BPP	TF ChIP-seq	WTC11	ATF2-human	2	https://www.encodeproject.org/files/ENCFF857MZA/@@download/ENCFF857MZA.bigWig	released	s3://encode-public/2022/09/03/1f8aa852-61ae-45d6-93c6-8a0fada887c2/ENCFF857MZA.bigWig	released
ENCFF777WHE	bigWig	fold change over control	GRCh38	ENCSR014ARU	TF ChIP-seq	K562	ATF2-human	1	https://www.encodeproject.org/files/ENCFF777WHE/@@download/ENCFF777WHE.bigWig	released	s3://encode-public/2022/09/03/ffc25abd-64e7-483f-b04a-56551534c2d4/ENCFF777WHE.bigWig	released
ENCFF196NUG	bigWig	fold change over control	GRCh38	ENCSR014ARU	TF ChIP-seq	K562	ATF2-human	2	https://www.encodeproject.org/files/ENCFF196NUG/@@download/ENCFF196NUG.bigWig	released	s3://encode-public/2022/09/03/00693801-5185-405d-b167-18621dcea7eb/ENCFF196NUG.bigWig	released
ENCFF547IWX	bigWig	fold change over control	GRCh38	ENCSR028UIU	TF ChIP-seq	K562	ATF3-human	1	https://www.encodeproject.org/files/ENCFF547IWX/@@download/ENCFF547IWX.bigWig	released	s3://encode-public/2020/12/09/a8197830-5688-40c0-a568-dc3aa9a5f809/ENCFF547IWX.bigWig	released
ENCFF789LFO	bigWig	fold change over control	GRCh38	ENCSR028UIU	TF ChIP-seq	K562	ATF3-human	2	https://www.encodeproject.org/files/ENCFF789LFO/@@download/ENCFF789LFO.bigWig	released	s3://encode-public/2020/12/09/bc79c33c-788b-4bcb-9fc2-6328e2a9a977/ENCFF789LFO.bigWig	released
ENCFF078LMQ	bigWig	fold change over control	GRCh38	ENCSR000BKE	TF ChIP-seq	HepG2	ATF3-human	1	https://www.encodeproject.org/files/ENCFF078LMQ/@@download/ENCFF078LMQ.bigWig	released	s3://encode-public/2021/01/06/b5357f38-b448-45c1-bbb1-8ad77c04ad33/ENCFF078LMQ.bigWig	released
ENCFF758YDB	bigWig	fold change over control	GRCh38	ENCSR000BKE	TF ChIP-seq	HepG2	ATF3-human	2	https://www.encodeproject.org/files/ENCFF758YDB/@@download/ENCFF758YDB.bigWig	released	s3://encode-public/2021/01/06/4bd58316-2502-4cc5-84a4-3a062ec2086d/ENCFF758YDB.bigWig	released
ENCFF867DHX	bigWig	fold change over control	GRCh38	ENCSR879YNX	TF ChIP-seq	WTC11	ATF3-human	1	https://www.encodeproject.org/files/ENCFF867DHX/@@download/ENCFF867DHX.bigWig	released	s3://encode-public/2022/09/03/a38a4ad1-3e2c-4c8c-a552-d31606969b20/ENCFF867DHX.bigWig	released
ENCFF764PBT	bigWig	fold change over control	GRCh38	ENCSR879YNX	TF ChIP-seq	WTC11	ATF3-human	2	https://www.encodeproject.org/files/ENCFF764PBT/@@download/ENCFF764PBT.bigWig	released	s3://encode-public/2022/09/03/6b1beb7b-51d8-4ae6-8be3-52153dd12060/ENCFF764PBT.bigWig	released
ENCFF889OAM	bigWig	fold change over control	GRCh38	ENCSR402ZCY	TF ChIP-seq	HepG2	ATF3-human	1	https://www.encodeproject.org/files/ENCFF889OAM/@@download/ENCFF889OAM.bigWig	released	s3://encode-public/2020/07/01/c4dbf12d-0889-48dd-a337-9a08da57e3a3/ENCFF889OAM.bigWig	released
ENCFF998VYA	bigWig	fold change over control	GRCh38	ENCSR402ZCY	TF ChIP-seq	HepG2	ATF3-human	2	https://www.encodeproject.org/files/ENCFF998VYA/@@download/ENCFF998VYA.bigWig	released	s3://encode-public/2020/07/01/19a67387-58fe-49f1-a5fc-02101136b8bf/ENCFF998VYA.bigWig	released
ENCFF346EYF	bigWig	fold change over control	GRCh38	ENCSR632DCH	TF ChIP-seq	K562	ATF3-human	1	https://www.encodeproject.org/files/ENCFF346EYF/@@download/ENCFF346EYF.bigWig	released	s3://encode-public/2020/12/03/65f679a5-c0cf-43c9-ac6f-ebf6fe72926d/ENCFF346EYF.bigWig	released
ENCFF379BUH	bigWig	fold change over control	GRCh38	ENCSR632DCH	TF ChIP-seq	K562	ATF3-human	2	https://www.encodeproject.org/files/ENCFF379BUH/@@download/ENCFF379BUH.bigWig	released	s3://encode-public/2020/12/03/57e2c1ae-cb1a-4aa1-974d-c6d52fd7a451/ENCFF379BUH.bigWig	released
ENCFF126KLU	bigWig	fold change over control	GRCh38	ENCSR288ZFV	TF ChIP-seq	HepG2	ATF4-human	1	https://www.encodeproject.org/files/ENCFF126KLU/@@download/ENCFF126KLU.bigWig	released	s3://encode-public/2020/07/08/06c93dea-c621-4b4e-bfde-806a6586ae11/ENCFF126KLU.bigWig	released
ENCFF801ONC	bigWig	fold change over control	GRCh38	ENCSR288ZFV	TF ChIP-seq	HepG2	ATF4-human	2	https://www.encodeproject.org/files/ENCFF801ONC/@@download/ENCFF801ONC.bigWig	released	s3://encode-public/2020/07/08/083b6bb7-0878-4658-977a-1dba231d6f37/ENCFF801ONC.bigWig	released
ENCFF014DCU	bigWig	fold change over control	GRCh38	ENCSR044UJJ	TF ChIP-seq	K562	ATF4-human	1	https://www.encodeproject.org/files/ENCFF014DCU/@@download/ENCFF014DCU.bigWig	released	s3://encode-public/2020/07/06/9f4b05be-3f3b-4bdb-bd77-e3e64938c507/ENCFF014DCU.bigWig	released
ENCFF857TOC	bigWig	fold change over control	GRCh38	ENCSR044UJJ	TF ChIP-seq	K562	ATF4-human	2	https://www.encodeproject.org/files/ENCFF857TOC/@@download/ENCFF857TOC.bigWig	released	s3://encode-public/2020/07/06/aabbd30e-967a-492e-9088-5cc97ed0dde4/ENCFF857TOC.bigWig	released
ENCFF465MGA	bigWig	fold change over control	GRCh38	ENCSR965SHB	TF ChIP-seq	HepG2	ATF4-human	1	https://www.encodeproject.org/files/ENCFF465MGA/@@download/ENCFF465MGA.bigWig	released	s3://encode-public/2022/07/23/950b27a1-a48b-4ef1-9afa-a2a67e3d72cd/ENCFF465MGA.bigWig	released
ENCFF034HKJ	bigWig	fold change over control	GRCh38	ENCSR965SHB	TF ChIP-seq	HepG2	ATF4-human	2	https://www.encodeproject.org/files/ENCFF034HKJ/@@download/ENCFF034HKJ.bigWig	released	s3://encode-public/2022/07/23/18b07e9c-ac54-474f-a8cf-c6e261c38c15/ENCFF034HKJ.bigWig	released
ENCFF293BUC	bigWig	fold change over control	GRCh38	ENCSR803PAI	TF ChIP-seq	HepG2	ATF4-human	1	https://www.encodeproject.org/files/ENCFF293BUC/@@download/ENCFF293BUC.bigWig	released	s3://encode-public/2022/08/27/13f49453-756d-493f-97ea-dd68e0544e17/ENCFF293BUC.bigWig	released
ENCFF826PKE	bigWig	fold change over control	GRCh38	ENCSR803PAI	TF ChIP-seq	HepG2	ATF4-human	2	https://www.encodeproject.org/files/ENCFF826PKE/@@download/ENCFF826PKE.bigWig	released	s3://encode-public/2022/08/27/8c834892-5d28-4e1b-baca-49f925f14a3f/ENCFF826PKE.bigWig	released
ENCFF723BVI	bigWig	fold change over control	GRCh38	ENCSR887TWV	TF ChIP-seq	HepG2	ATF5-human	2	https://www.encodeproject.org/files/ENCFF723BVI/@@download/ENCFF723BVI.bigWig	released	s3://encode-public/2020/07/01/6eb4b701-3807-4438-a654-daf6312c0e31/ENCFF723BVI.bigWig	released
ENCFF868LWQ	bigWig	fold change over control	GRCh38	ENCSR887TWV	TF ChIP-seq	HepG2	ATF5-human	1	https://www.encodeproject.org/files/ENCFF868LWQ/@@download/ENCFF868LWQ.bigWig	released	s3://encode-public/2020/07/01/05bde939-2010-4b75-8bfb-52c247b5d8a2/ENCFF868LWQ.bigWig	released
ENCFF343EWX	bigWig	fold change over control	GRCh38	ENCSR769CWW	TF ChIP-seq	HepG2	ATF6-human	1	https://www.encodeproject.org/files/ENCFF343EWX/@@download/ENCFF343EWX.bigWig	released	s3://encode-public/2020/07/01/abc79056-1a27-4f9a-b1ed-ac410f8819ee/ENCFF343EWX.bigWig	released
ENCFF751AVO	bigWig	fold change over control	GRCh38	ENCSR769CWW	TF ChIP-seq	HepG2	ATF6-human	2	https://www.encodeproject.org/files/ENCFF751AVO/@@download/ENCFF751AVO.bigWig	released	s3://encode-public/2020/07/01/6f7cfe4f-cc91-4a4e-b679-f8963439b4b9/ENCFF751AVO.bigWig	released
ENCFF111JKG	bigWig	fold change over control	GRCh38	ENCSR125RFR	TF ChIP-seq	K562	ATF6-human	2	https://www.encodeproject.org/files/ENCFF111JKG/@@download/ENCFF111JKG.bigWig	released	s3://encode-public/2020/07/04/7f2dc679-7620-4cf0-b9db-ff3dd11a09ed/ENCFF111JKG.bigWig	released
ENCFF607PST	bigWig	fold change over control	GRCh38	ENCSR125RFR	TF ChIP-seq	K562	ATF6-human	1	https://www.encodeproject.org/files/ENCFF607PST/@@download/ENCFF607PST.bigWig	released	s3://encode-public/2020/07/04/aa353231-3850-4ebc-a2bf-0bb3f87d7884/ENCFF607PST.bigWig	released
ENCFF817EHK	bigWig	fold change over control	GRCh38	ENCSR545FXC	TF ChIP-seq	HepG2	ATF7-human	1	https://www.encodeproject.org/files/ENCFF817EHK/@@download/ENCFF817EHK.bigWig	released	s3://encode-public/2020/12/03/4d7baa55-2f4b-4fa7-9fb0-4ada00fa3791/ENCFF817EHK.bigWig	released
ENCFF062SPB	bigWig	fold change over control	GRCh38	ENCSR545FXC	TF ChIP-seq	HepG2	ATF7-human	2	https://www.encodeproject.org/files/ENCFF062SPB/@@download/ENCFF062SPB.bigWig	released	s3://encode-public/2020/12/03/cdccd49d-296b-4cb4-ac65-e7814d05344e/ENCFF062SPB.bigWig	released
ENCFF519OUA	bigWig	fold change over control	GRCh38	ENCSR972ZBV	TF ChIP-seq	K562	ATF7-human	1	https://www.encodeproject.org/files/ENCFF519OUA/@@download/ENCFF519OUA.bigWig	released	s3://encode-public/2021/03/19/19132cbe-a9b3-46ac-b242-cca49cb9f20d/ENCFF519OUA.bigWig	released
ENCFF859TCV	bigWig	fold change over control	GRCh38	ENCSR972ZBV	TF ChIP-seq	K562	ATF7-human	2	https://www.encodeproject.org/files/ENCFF859TCV/@@download/ENCFF859TCV.bigWig	released	s3://encode-public/2021/03/19/6c04272e-02ea-460b-a835-d390c2048dc9/ENCFF859TCV.bigWig	released
ENCFF307ZOZ	bigWig	fold change over control	GRCh38	ENCSR516DDO	TF ChIP-seq	HepG2	ATF7-human	2	https://www.encodeproject.org/files/ENCFF307ZOZ/@@download/ENCFF307ZOZ.bigWig	released	s3://encode-public/2020/07/01/99c8b17c-9d4d-4eb9-a8f2-deca3b0481a5/ENCFF307ZOZ.bigWig	released
ENCFF804KZO	bigWig	fold change over control	GRCh38	ENCSR516DDO	TF ChIP-seq	HepG2	ATF7-human	1	https://www.encodeproject.org/files/ENCFF804KZO/@@download/ENCFF804KZO.bigWig	released	s3://encode-public/2020/07/01/d4af9a89-21a3-4c44-80a6-7f052b1e32a9/ENCFF804KZO.bigWig	released
ENCFF713ACY	bigWig	fold change over control	GRCh38	ENCSR859JGF	TF ChIP-seq	HepG2	ATM-human	1	https://www.encodeproject.org/files/ENCFF713ACY/@@download/ENCFF713ACY.bigWig	released	s3://encode-public/2021/03/19/11f72594-4137-445e-a5d0-94b26c337f4c/ENCFF713ACY.bigWig	released
ENCFF764JWU	bigWig	fold change over control	GRCh38	ENCSR859JGF	TF ChIP-seq	HepG2	ATM-human	2	https://www.encodeproject.org/files/ENCFF764JWU/@@download/ENCFF764JWU.bigWig	released	s3://encode-public/2021/03/19/4666a86a-05e4-4ecd-b675-879f82261d27/ENCFF764JWU.bigWig	released
ENCFF974OFQ	bigWig	fold change over control	GRCh38	ENCSR196NVU	TF ChIP-seq	HepG2	ATRX-human	1	https://www.encodeproject.org/files/ENCFF974OFQ/@@download/ENCFF974OFQ.bigWig	released	s3://encode-public/2020/07/02/9e9521b8-8b7b-45e2-a01e-f4ecb07f224e/ENCFF974OFQ.bigWig	released
ENCFF700RLZ	bigWig	fold change over control	GRCh38	ENCSR196NVU	TF ChIP-seq	HepG2	ATRX-human	2	https://www.encodeproject.org/files/ENCFF700RLZ/@@download/ENCFF700RLZ.bigWig	released	s3://encode-public/2020/07/02/cc5d9c6c-d336-4493-abcc-cc3743febb49/ENCFF700RLZ.bigWig	released
ENCFF212YBL	bigWig	fold change over control	GRCh38	ENCSR000EBQ	TF ChIP-seq	H1	BACH1-human	1	https://www.encodeproject.org/files/ENCFF212YBL/@@download/ENCFF212YBL.bigWig	released	s3://encode-public/2020/12/27/42eafbe6-4481-4750-b572-44bf516e15c1/ENCFF212YBL.bigWig	released
ENCFF423WNL	bigWig	fold change over control	GRCh38	ENCSR000EBQ	TF ChIP-seq	H1	BACH1-human	2	https://www.encodeproject.org/files/ENCFF423WNL/@@download/ENCFF423WNL.bigWig	released	s3://encode-public/2020/12/27/58ea10a8-52f9-46a7-8f89-d1227a121c1e/ENCFF423WNL.bigWig	released
ENCFF626KDJ	bigWig	fold change over control	GRCh38	ENCSR000EGD	TF ChIP-seq	K562	BACH1-human	2	https://www.encodeproject.org/files/ENCFF626KDJ/@@download/ENCFF626KDJ.bigWig	released	s3://encode-public/2020/12/25/5dc21077-c6e8-4463-b33c-cb7d0f7099cc/ENCFF626KDJ.bigWig	released
ENCFF014OYS	bigWig	fold change over control	GRCh38	ENCSR000EGD	TF ChIP-seq	K562	BACH1-human	1	https://www.encodeproject.org/files/ENCFF014OYS/@@download/ENCFF014OYS.bigWig	released	s3://encode-public/2020/12/25/384448fa-08f8-4df6-83e7-2bb693745c1a/ENCFF014OYS.bigWig	released
ENCFF256UXJ	bigWig	fold change over control	GRCh38	ENCSR740NPG	TF ChIP-seq	K562	BACH1-human	1	https://www.encodeproject.org/files/ENCFF256UXJ/@@download/ENCFF256UXJ.bigWig	released	s3://encode-public/2020/12/03/da892057-38c8-4eeb-b860-f5222d7ec9b0/ENCFF256UXJ.bigWig	released
ENCFF510JCF	bigWig	fold change over control	GRCh38	ENCSR740NPG	TF ChIP-seq	K562	BACH1-human	2	https://www.encodeproject.org/files/ENCFF510JCF/@@download/ENCFF510JCF.bigWig	released	s3://encode-public/2020/12/03/dc391cc6-3225-4c07-84a3-1fe3d7042f1f/ENCFF510JCF.bigWig	released
ENCFF527FTO	bigWig	fold change over control	GRCh38	ENCSR507BRS	TF ChIP-seq	HepG2	BATF2-human	1	https://www.encodeproject.org/files/ENCFF527FTO/@@download/ENCFF527FTO.bigWig	released	s3://encode-public/2022/08/27/35cd611a-043f-495a-9411-929e8faddbf0/ENCFF527FTO.bigWig	released
ENCFF994IJZ	bigWig	fold change over control	GRCh38	ENCSR507BRS	TF ChIP-seq	HepG2	BATF2-human	2	https://www.encodeproject.org/files/ENCFF994IJZ/@@download/ENCFF994IJZ.bigWig	released	s3://encode-public/2022/08/27/2815bc0e-6827-4472-a153-645cc609e111/ENCFF994IJZ.bigWig	released
ENCFF423PXL	bigWig	fold change over control	GRCh38	ENCSR039IQA	TF ChIP-seq	HepG2	BAZ2A-human	1	https://www.encodeproject.org/files/ENCFF423PXL/@@download/ENCFF423PXL.bigWig	released	s3://encode-public/2022/09/03/32b2721d-d9ba-4f57-9e0f-a9deda62f75a/ENCFF423PXL.bigWig	released
ENCFF182MXH	bigWig	fold change over control	GRCh38	ENCSR039IQA	TF ChIP-seq	HepG2	BAZ2A-human	2	https://www.encodeproject.org/files/ENCFF182MXH/@@download/ENCFF182MXH.bigWig	released	s3://encode-public/2022/09/03/1996c2d0-e1f5-4066-8d90-262a5852b5d7/ENCFF182MXH.bigWig	released
ENCFF049YAW	bigWig	fold change over control	GRCh38	ENCSR000BIP	TF ChIP-seq	H1	BCL11A-human	1	https://www.encodeproject.org/files/ENCFF049YAW/@@download/ENCFF049YAW.bigWig	released	s3://encode-public/2021/01/02/a1df011e-c4cb-4dad-8276-d4a65368be2a/ENCFF049YAW.bigWig	released
ENCFF553CSO	bigWig	fold change over control	GRCh38	ENCSR000BMJ	TF ChIP-seq	H1	BCL11A-human	2	https://www.encodeproject.org/files/ENCFF553CSO/@@download/ENCFF553CSO.bigWig	released	s3://encode-public/2020/12/28/64e77bcc-092b-4bf7-9c5f-1b6393732d41/ENCFF553CSO.bigWig	released
ENCFF622LGZ	bigWig	fold change over control	GRCh38	ENCSR304NTV	TF ChIP-seq	HepG2	BCL3-human	1	https://www.encodeproject.org/files/ENCFF622LGZ/@@download/ENCFF622LGZ.bigWig	released	s3://encode-public/2020/08/22/6423ff0c-c3e1-429e-ae63-cae2ca5a1e11/ENCFF622LGZ.bigWig	released
ENCFF318CNA	bigWig	fold change over control	GRCh38	ENCSR304NTV	TF ChIP-seq	HepG2	BCL3-human	2	https://www.encodeproject.org/files/ENCFF318CNA/@@download/ENCFF318CNA.bigWig	released	s3://encode-public/2020/08/22/de6eb061-532f-486f-929e-f1045b891148/ENCFF318CNA.bigWig	released
ENCFF715XSW	bigWig	fold change over control	GRCh38	ENCSR759BDG	TF ChIP-seq	HepG2	BCL6-human	1	https://www.encodeproject.org/files/ENCFF715XSW/@@download/ENCFF715XSW.bigWig	released	s3://encode-public/2020/12/03/657840ba-d57b-4ad8-8e8a-4b5d4808bd70/ENCFF715XSW.bigWig	released
ENCFF645WCN	bigWig	fold change over control	GRCh38	ENCSR759BDG	TF ChIP-seq	HepG2	BCL6-human	2	https://www.encodeproject.org/files/ENCFF645WCN/@@download/ENCFF645WCN.bigWig	released	s3://encode-public/2020/12/03/24a4abf4-e86c-4645-a787-e2d7dd3aeb70/ENCFF645WCN.bigWig	released
ENCFF049XJG	bigWig	fold change over control	GRCh38	ENCSR802AHH	TF ChIP-seq	K562	BCL6-human	1	https://www.encodeproject.org/files/ENCFF049XJG/@@download/ENCFF049XJG.bigWig	released	s3://encode-public/2020/07/03/14c335b4-7b0b-4abc-9f41-428f903c6064/ENCFF049XJG.bigWig	released
ENCFF825WIJ	bigWig	fold change over control	GRCh38	ENCSR802AHH	TF ChIP-seq	K562	BCL6-human	2	https://www.encodeproject.org/files/ENCFF825WIJ/@@download/ENCFF825WIJ.bigWig	released	s3://encode-public/2020/07/03/4c0b51e9-641e-41e8-9489-0ed12637921f/ENCFF825WIJ.bigWig	released
ENCFF737LVG	bigWig	fold change over control	GRCh38	ENCSR492LTS	TF ChIP-seq	K562	BCLAF1-human	2	https://www.encodeproject.org/files/ENCFF737LVG/@@download/ENCFF737LVG.bigWig	released	s3://encode-public/2020/12/04/808a92ab-7a77-4ce6-9185-b34fd4a7dc3b/ENCFF737LVG.bigWig	released
ENCFF450UPU	bigWig	fold change over control	GRCh38	ENCSR492LTS	TF ChIP-seq	K562	BCLAF1-human	1	https://www.encodeproject.org/files/ENCFF450UPU/@@download/ENCFF450UPU.bigWig	released	s3://encode-public/2020/12/04/12243ce3-34ff-4ea7-a88d-9dc2e9039950/ENCFF450UPU.bigWig	released
ENCFF174XIR	bigWig	fold change over control	GRCh38	ENCSR015TKV	TF ChIP-seq	HepG2	BCLAF1-human	1	https://www.encodeproject.org/files/ENCFF174XIR/@@download/ENCFF174XIR.bigWig	released	s3://encode-public/2020/11/29/698349c4-a2dc-4aa1-b9aa-e66a48d3cb43/ENCFF174XIR.bigWig	released
ENCFF032MTH	bigWig	fold change over control	GRCh38	ENCSR015TKV	TF ChIP-seq	HepG2	BCLAF1-human	2	https://www.encodeproject.org/files/ENCFF032MTH/@@download/ENCFF032MTH.bigWig	released	s3://encode-public/2020/11/29/afa9de33-cbab-459c-bd29-cc11f1475e00/ENCFF032MTH.bigWig	released
ENCFF357FAU	bigWig	fold change over control	GRCh38	ENCSR808AKZ	TF ChIP-seq	K562	BCOR-human	2	https://www.encodeproject.org/files/ENCFF357FAU/@@download/ENCFF357FAU.bigWig	released	s3://encode-public/2020/12/03/c6ba8082-494e-434e-8cdc-2695147fe89c/ENCFF357FAU.bigWig	released
ENCFF983PKW	bigWig	fold change over control	GRCh38	ENCSR808AKZ	TF ChIP-seq	K562	BCOR-human	1	https://www.encodeproject.org/files/ENCFF983PKW/@@download/ENCFF983PKW.bigWig	released	s3://encode-public/2020/12/03/79854f74-014a-4c71-970a-2057a24ce085/ENCFF983PKW.bigWig	released
ENCFF514HSS	bigWig	fold change over control	GRCh38	ENCSR888QFJ	TF ChIP-seq	HepG2	BHLHA15-human	1	https://www.encodeproject.org/files/ENCFF514HSS/@@download/ENCFF514HSS.bigWig	released	s3://encode-public/2022/05/25/ce9320af-461a-449d-91b7-365e6d3d833f/ENCFF514HSS.bigWig	released
ENCFF455DZB	bigWig	fold change over control	GRCh38	ENCSR888QFJ	TF ChIP-seq	HepG2	BHLHA15-human	2	https://www.encodeproject.org/files/ENCFF455DZB/@@download/ENCFF455DZB.bigWig	released	s3://encode-public/2022/05/25/9a1b1f77-98e1-4a9f-8538-a5c135e45a74/ENCFF455DZB.bigWig	released
ENCFF674AHB	bigWig	fold change over control	GRCh38	ENCSR000EDT	TF ChIP-seq	HepG2	BHLHE40-human	1	https://www.encodeproject.org/files/ENCFF674AHB/@@download/ENCFF674AHB.bigWig	released	s3://encode-public/2020/12/11/3dd366a4-a5d1-415e-9e7d-cffe4056864a/ENCFF674AHB.bigWig	released
ENCFF474IDN	bigWig	fold change over control	GRCh38	ENCSR000EDT	TF ChIP-seq	HepG2	BHLHE40-human	2	https://www.encodeproject.org/files/ENCFF474IDN/@@download/ENCFF474IDN.bigWig	released	s3://encode-public/2020/12/11/79d797c9-3701-4ddf-a85c-0c13f60f8eff/ENCFF474IDN.bigWig	released
ENCFF570TQU	bigWig	fold change over control	GRCh38	ENCSR000EGV	TF ChIP-seq	K562	BHLHE40-human	1	https://www.encodeproject.org/files/ENCFF570TQU/@@download/ENCFF570TQU.bigWig	released	s3://encode-public/2020/12/10/76c73629-dc3f-445f-b5bc-79f6a7f30043/ENCFF570TQU.bigWig	released
ENCFF988VAY	bigWig	fold change over control	GRCh38	ENCSR000EGV	TF ChIP-seq	K562	BHLHE40-human	2	https://www.encodeproject.org/files/ENCFF988VAY/@@download/ENCFF988VAY.bigWig	released	s3://encode-public/2020/12/10/48d0f826-5054-4835-878e-9f47dde4b0e9/ENCFF988VAY.bigWig	released
ENCFF259VYU	bigWig	fold change over control	GRCh38	ENCSR782WRO	TF ChIP-seq	K562	BMI1-human	1	https://www.encodeproject.org/files/ENCFF259VYU/@@download/ENCFF259VYU.bigWig	released	s3://encode-public/2020/12/03/6318bb34-2f47-4980-a88f-54451b869f06/ENCFF259VYU.bigWig	released
